component_id,name,kind,project,backend,lifecycle_state,executable_now,executable_via_public_source,fetchable,mapped_public_sources,category,blocking_reason,license_spdx
biomedarena.benchmark.hf_medconceptsqa,hf_medconceptsqa,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_meddialogqa,hf_meddialogqa,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_medexqa,hf_medexqa,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_medical_question_pairs,hf_medical_question_pairs,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_medication_qa,hf_medication_qa,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_medmcqa_explanations,hf_medmcqa_explanations,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_mednli,hf_mednli,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_medpalm_eval_set,hf_medpalm_eval_set,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_medpub_qa,hf_medpub_qa,benchmark,BioMedArena,none,UNAVAILABLE,False,True,False,ncbi_eutils,ROUTABLE - equivalent live public source available,no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_medqa_taiwan,hf_medqa_taiwan,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_medquad,hf_medquad,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_meds_bench,hf_meds_bench,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_meqsum,hf_meqsum,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_mol_instructions_pubchemqa,hf_mol_instructions_pubchemqa,benchmark,BioMedArena,none,UNAVAILABLE,False,True,False,pubchem,ROUTABLE - equivalent live public source available,no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_mollangbench,hf_mollangbench,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_ms2,hf_ms2,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_mteb_medical_qa,hf_mteb_medical_qa,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_mteb_medical_retrieval,hf_mteb_medical_retrieval,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_mts_dialogue_clinical_note,hf_mts_dialogue_clinical_note,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_ncbi_disease,hf_ncbi_disease,benchmark,BioMedArena,none,UNAVAILABLE,False,True,False,ncbi_eutils,ROUTABLE - equivalent live public source available,no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_nlmchem,hf_nlmchem,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_pgr,hf_pgr,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_ppi_benchmark,hf_ppi_benchmark,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_protein_binding_sequences,hf_protein_binding_sequences,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_protein_deeploc,hf_protein_deeploc,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_protein_fluorescence,hf_protein_fluorescence,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_protein_secondary_structure,hf_protein_secondary_structure,benchmark,BioMedArena,none,UNAVAILABLE,False,True,False,rcsb,ROUTABLE - equivalent live public source available,no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_protein_solubility,hf_protein_solubility,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_protein_stability,hf_protein_stability,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_proteingym_v01,hf_proteingym_v01,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_proteingym_v1,hf_proteingym_v1,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_proteinlmbench,hf_proteinlmbench,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_proteinlmbench_enzyme_cot,hf_proteinlmbench_enzyme_cot,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_proteinlmbench_uniprot_disease,hf_proteinlmbench_uniprot_disease,benchmark,BioMedArena,none,UNAVAILABLE,False,True,False,uniprot,ROUTABLE - equivalent live public source available,no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_proteinlmbench_uniprot_function,hf_proteinlmbench_uniprot_function,benchmark,BioMedArena,none,UNAVAILABLE,False,True,False,uniprot;clinicaltrials,ROUTABLE - equivalent live public source available,no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_proteinlmbench_uniprot_induction,hf_proteinlmbench_uniprot_induction,benchmark,BioMedArena,none,UNAVAILABLE,False,True,False,uniprot,ROUTABLE - equivalent live public source available,no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_proteinlmbench_uniprot_ptm,hf_proteinlmbench_uniprot_ptm,benchmark,BioMedArena,none,UNAVAILABLE,False,True,False,uniprot,ROUTABLE - equivalent live public source available,no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_proteinlmbench_uniprot_subunit,hf_proteinlmbench_uniprot_subunit,benchmark,BioMedArena,none,UNAVAILABLE,False,True,False,uniprot,ROUTABLE - equivalent live public source available,no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_proteinlmbench_uniprot_tissue,hf_proteinlmbench_uniprot_tissue,benchmark,BioMedArena,none,UNAVAILABLE,False,True,False,uniprot,ROUTABLE - equivalent live public source available,no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_raredis,hf_raredis,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_rna_downstream_tasks,hf_rna_downstream_tasks,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_rna_expression_hek,hf_rna_expression_hek,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_rna_expression_muscle,hf_rna_expression_muscle,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_rna_expression_pc3,hf_rna_expression_pc3,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_rna_mean_ribosome_load,hf_rna_mean_ribosome_load,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_rna_modification_site,hf_rna_modification_site,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_rna_ncrna_family_bnoise0,hf_rna_ncrna_family_bnoise0,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_rna_splice_site_acceptor,hf_rna_splice_site_acceptor,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_rna_splice_site_donor,hf_rna_splice_site_donor,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_traitgym_mendelian_dna,hf_traitgym_mendelian_dna,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hf_uspto_reaction_prediction,hf_uspto_reaction_prediction,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.hle_gold,hle_gold,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.labbench,labbench,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.labbench2,labbench2,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.medagentbench,medagentbench,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.medcalc,medcalc,benchmark,BioMedArena,none,UNAVAILABLE,False,True,False,ncbi_eutils,ROUTABLE - equivalent live public source available,no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.medhelm,medhelm,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.medmcqa,medmcqa,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.medqa,medqa,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.medxpertqa,medxpertqa,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.medxpertqa_mm,medxpertqa_mm,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.mmlu,mmlu,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.pathvqa,pathvqa,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.quick_suite,quick_suite,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
biomedarena.benchmark.rag_essential,rag_essential,benchmark,BioMedArena,none,UNAVAILABLE,False,False,False,,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),MIT
